ID,STORE,LABEL,SCORE,YEAR,MONTH,DAY,CONTENTS
49,애플,복합,5,2020,3,31,"다 좋은데 비비한테 깎이네요안녕하세요 지금 1년째 플레이중인 유저인데, 문제점만 말하자면 정말 많아요.. 우선 제가 제일 좋아하는 캐릭터인 비비때문인데, 궁이랑 밀치기는 엄청 좋아요. 그런데 쿨타임이 너무 길어요. 한번 때릴려면 1초나 걸리고, 3vs3 밸런스가 너무 안 맞네요. 랜덤 돌리면 우리팀은 체력이 별로 없고 상대는 체력이 너무 많고, 탱커들은 체력좀 낮춰주세요. 탱커vs탱커로만 이길 수 있어서 이런 부분이 조금 안 좋네요. 수정만 해주신다면 감사하겠습니다. 그리고 가장 심한게 와이파이인데, 한번쯤은 괜찮아요. 사람들도 많다보니 그럴 수 있는거죠. 그런데 두번은? 아니잖아요 그쵸? 우리 가족만 쓰고 공유기가 바로 눈 앞에 있는데 왜 렉이 걸리는걸까요?? 이것도 수정해주시고, 신고기능은 왜 없나요? 트롤하는 사람들 이름을 외울 수 도 없고"
53,애플,부정,5,2020,4,9,언더독 만들어도 심각아니 트로피 평균이 같아도 못하는 사람들만나오는데요!!!
64,애플,부정,1,2020,3,20,아니 psg컵 우승하니까 가젯없어졌는데 뭔가요;;타라로 9승으로 psg보상 받고 삘타서 브롤볼 한판 더 돌렸는데 타라 가젯이 없어졌습니다;; 빨리 복구해주시고 버그 수정해주세요
68,애플,부정,5,2020,3,25,"가젯 업데이트 관련 불편사항브롤스타즈 정말 재밌게 하고 있습니다. 거의 1년 매일 하는 정도로 즐겨하는 편인데 이번 가젯 업데이트로 불편한 점이 있어서 건의 드립니다. 가젯을 장착하고 게임을 하면 가젯 ui때문에 기본 공격 위치와 스킬 위치가 살짝 바뀐듯한 느낌이 드는데(실제로는 바뀌지 않았더라도), 가젯 ui 상당히 거슬립니다. 플레이 하는 중에 기본공격을 해야 하는데 가젯을 눌러버리고, 스킬을 써야 하는데 가젯이 눌려 원활한 게임 진행이 되지 않습니다."
137,애플,부정,5,2020,3,20,"렉 고쳐주세요제가 PSG컵을 했는데, 처음에 막 뭐가 안된다고 계속 떠서 팀에서 나가고 시작을 해봤는데 갑자기 되어서 그 판에서 졌습니다 그 후에는 되서 친구와 같이 했는데 2번 지고 8승을 했으나 마지막 판에서 졌습니다. 만약 처음에 렉만 안걸렸어도이길 수도 있었는데 너무 아쉽네요."
145,애플,긍정,5,2020,3,18,캐릭터 선택캐릭터 선택 할 때 버튼위치가 기존에 있던 버튼과 달라서 계속 체험이 들어가지네요. 하실 수 있으면 다음 4월 업데이트나 다른 업데이트 일 때 버튼위치를 바꿔주세요. 항상 재미있게 하고 있습니다. 재키 다음으로 나오는 그 종이 얼굴 붙여 있는 애가 기대 되네요ㅎㅎ 힘내세요! 화이팅!
153,애플,긍정,5,2020,4,6,트로피가 약 100개가 자동으로 깎여져 있습니다 ㅠ̑̈ㅠ̑̈브롤스타즈를 대략 1년 정도 하고 있는 사람 입니다
156,애플,긍정,5,2020,4,4,아놔원래 게임은 사람들이 스트레스를 푸면서  재미있게 하는 건데 스트레스 유발하고 현질을 유도하게 하는 게임이며 트로피를 깎이게 해서 트로피 깎인 사람에게 화를 유발시키게 하여 이 게임을 부정적입니다.
165,애플,복합,5,2020,4,15,진짜 내가 해본 폰게임들 중에서 가장 오래하는 게임진짜 너무 재미있음 나 여자인데 진짜 이렇게 오래하는 게임은 처음 벌써 1만 4000점 돌파했다고ㅠㅠㅠ̑̈ 근데 스킨을 보석을 사는 것도 좋지만 더 다양한 스킨들을 보급해주셨으면... 항상 잘 하고있습니다!
166,애플,복합,5,2020,4,6,고소하기전에 점수 되돌려놓으세요.장난하세요? 전부터 가끔씩 100점씩 점수가 떨어져있길래 뭐지 해킹당했나싶었습니다. 그리고 3일전에 다시 복귀해서 8224점을 찍었습니다. 근데 갑자기 8005점으로 떨어져있더라구요? 그래서 이건 무조건 해킹이다 이러고 있었습니다. 그래서 리플레이 확인했는데 다 제가 한 플레이밖에없었습니다. 이게 뭐죠? 점수 다시 되돌리지않으면 고소하겠습니다.
