ID,STORE,LABEL,SCORE,YEAR,MONTH,DAY,CONTENTS
73,애플,부정,1,2019,5,27,와이파이 연결와이파이 연결좀 어떻게 해봐요 온라인으로 해눟고 무슨 틈만나면 연결문제 이러고있고 다른 온라인게임봐도 이정도는 아님;; 탄 모바일 배그등등
37,애플,부정,5,2019,6,27,메가 박스가 사라졌습니다신규업데이트가 되면서 4000트로피에 있던 메가 상자가 사라져버렸습니다. 주말에 열어보려고 아껴두었던 상자인데 상자 대신 신규브롤러가 나타났네요 열어보기를 기대하고 있었던 제 메가 상자는 어떻게 되는건가요?
43,애플,부정,1,2019,5,30,아이폰6s+ 쓰고있는 유저입니다.욕까지는 아닌거 같은데 게임 패치 안할겁니까?? 업데이트 전에는 안그랬는데 너무 심하네요. 정말이지 욕나옵니다. **세들아 지발 괜찮은겜 관리좀 잘해라.. 나도 접는다..
52,애플,부정,5,2019,5,26,이런 나쁜......제가 4000점을 찍어서 겨우 4100까지왔는데 아니 이게무슨 그지같은상황이야! 주말에5시간은 한거 같은데 오히려 떨어지는게 말이나 된다고 생각합니까 슈퍼셀! 넘 빡쳐서 폰을그냥 냅다 던지고싶네 그냥!!!!! 그리고 다른애들은 브롤 상자 1개만까도 전설나오는데 나는 현질을 해도 안나오는게 말이되냐고요!!!!!!!!!! 심지어 다른애들은 현질 하지도않았는데 신규 브롤러 비비가 나오고........이거 말이 됩니까!!!!!!!
11,애플,부정,5,2019,5,29,뚜퍼셀제작자 슈퍼셀님 로사 너프 좀 주세요 로사는  필살기를 쓰면 그때동안 필살기가 또 채워져요 그리고 애들이 트롤을 너무 많이 합니다 그리고!이건 진짜 심합니다 애들이 티밍하면서 상자 나눠먹고 시즈 팩토리는 한개씩 나눠먹습니다 렉도 와이파이 안 통하면 안 움직여서 애들이 막 죽여요 그리고 내 팀이 너무 개초보 여서 매일 빼기 당합니다 오늘도 빼기 당함... 서로 가까히 다가오면 독걸리는 버프좀 주십시오 양심적으로 로사는 진짜 너프
152,애플,부정,5,2019,6,1,손절일단 별 다섯개를 써야지 뜨긴 뜨니까 맘 같아서는 졀한개도 아까운데 5개 쓴다 여기다가 5만원 이상 현질했는데 게임을 나혼자 하는 것도 아니고 초딩이나 짱깨 쪽바리 만나면 걍 지는데 그러면 팀으로 만나지 않기 기능이라도 인간적으로 만들어놔야지 돈이 아깝다 이 슈퍼셀 개쓰레기 같은 놈들아 너네들은 유저를 아주 물로보냐 팀으로 만나지 않기 기능 추가 하기 전까지 접을꺼고 이 게임에 돈 쓸려는 잠재적 흑우들아 돈 절대 쓰지 마라 진짜 후회한다 계속 팔간 와이파이 뜨고 렉 쳐걸리고 서버관리도 개같이 하는데 진짜 이게임 다시는 하지마라 ㄹㅇ 내말 믿어라
177,애플,부정,5,2019,6,25,별 높게해야 뜰것 같아서.아니 뭔 이런 겜에 다있나 와파 빵빵하게 바로 앞에서 남이 쓰고 있는것도 아니고 그렇게 하고 있는데 와이파이 안되는 표시뜸..;; 슈퍼셀아 신규 캐릭터는 제쳐두고 버그 수정이나 해라 진짜 빡치네 ㅋㅋㅋ 오류 진짜 대박^^ 이거 때문에 1만 2천 점에서 1만으로 떨어졌어~ 유튜버들도 느끼고 나같은 사람 많을텐데 좀 일하자 슈퍼셀아ㅎㅎ 이름값 해야지~;
104,애플,부정,1,2019,5,25,제발 렉 좀 어째해보소와이파이 문제인가 해서 끄고 하봐도 4G LTE 환경에서도 계속 렉이 쳐 걸리니 진짜 짜증나네요. 제발 안정화에 신경 좀 써주소
243,애플,부정,5,2019,5,31,브롤스타즈 오류(제발 제작자님 봐주세요저만 그런건지는 모르겠지만 제가 칼 신규스킨이 나와서 구매를하고 플레이를 하는데 계속 칼을 사용할때마다 칼공격이 1턴 늦게 발사됩니다. 이것좀 확인해주세요. 참고로 제가 와이파이 문제인가 했는데 그건 아니였어요. 그리고 휴대폰전원도 다시켜봤고요..제발 고쳐주세요...
293,애플,긍정,5,2019,5,25,제발 무과금유저에게도 영웅 캐릭을 주세요지금 브롤스타즈를 한지 1년이 넘어가는데요.
475,애플,복합,5,2019,5,25,진짜 재미있지만 문제가 있어요(그문제만 빼면 완벽)제일 재미있는데 프랭크 같은애가 특수 공격 쓰다 죽으면 그거가 사라져서 괜히 날렸구나 라고 생각돼요.
369,애플,부정,3,2019,6,15,와이파이가 쓰레기에요와이파이 개선좀해주세요 와이파이 잘되는곳도 이 거지같은게임은 안돼요
