ID,STORE,LABEL,SCORE,YEAR,MONTH,DAY,CONTENTS
13,애플,복합,4,2020,3,7,"핵/버그 유저, 신고/차단 문의현재 재미있게 브롤스타즈를 플레이하는 유저입니다! 근데 한가지 문의드릴게 있어서 평소 리뷰를 남기는 편은 아니나, 작은 의견이라도 혹시나 하는마음에 남겨봅니다. 현재 진행중인 이벤트인 쇼다운맵 단단한 울타리 중간지점 블록에서 중국어로 보이는 한자체의 닉네임을 가진 유저가 모티스를 이용해 버그인지 핵인지는 정확히 판단할수는 없지만 블록안으로 들어가 로봇이 와도 블록에 막혀 공격을 못하는 일이 발생했습니다. 그래서 저도 버그인거같아 호기심에 시도를 해보았으나 불가능했습니다. 모티스의 특성상 블록에 붙어 공격을 하였을때 움직임이 없는데 그 유저는 움직임이 있어서 저도 블록에서 조금 떨어져 움직임이 있도록 몇번이나 시도해봤지만 역시나 불가능했습니다. 결국 쉘리의 필살기의 의해 블록이 깨져 죽었지만 그 유저가 그 블록에만 공격을 하지않고 있어 저 혼자서만 게임진행을 하였습니다. 결과는 좋지않았고 제가 했을때도 안돼는걸로 봐서는 핵이라는 생각이 더 큽니다. 예전부터 협조를 안하고 비정상적인 행위를 하는 유저에게 신고 혹은 차단을 하고싶었는데 아직까지 없는게 너무 안타깝습니다. 혹시 버그라면 얼른 수정부탁드리고, 캡쳐본과 리플레이영상 녹화본이 있는데 보내드리고싶습니다. 빠른시일내에 차단 혹은 신고 기능을 검토부탁드리겠습니다. 감사합니다."
19,애플,부정,1,2020,1,29,별 한 개도 아까워용 ㅎㅎ브롤 1년 넘게 해온 유저입니다 그동안 브롤 하면서 개빡쳤던 적이 한 두 번이 아니라서 제발 업데이트 좀 해주세요~
25,애플,복합,4,2020,1,30,"합쳐져라, 얍!!안녕하세요 한 6개월 전까지만해도 하루종일 브롤만 하던 닝겐입니다. 자, 일단 이거 예전보다 지지율 확 떨어진거 알고요, 아 진짜 트롤들 하........ 확 어떻게 해버리고싶네요. 다른분들은 신고기능이 있으면 좋겠다는 의견이 많은 것 같은데 그 말에는 저도 동감입니다. 배그 하시는 분들은 알텐데 PUBG가 배그 제작 회사입니다. 그래서 그런데 PUBG 랑 SUPERCELL이랑 같이 게임을 만들어보면 어떨까요?? 갓겜 회사와 갓겜 회사가 합쳐지면 초 갓겜이 만들어질 것 같네요. 그리고 옛날이지만 리코셰 스킨 감사하고요 그럼 ㅂ2"
79,애플,복합,5,2020,1,30,"재밌는데 뭔가 1%가 부족해요 글고 신고나 차단기능좀 넣어주세요평소 브롤스타즈를 즐기고 있는 여자 유저입니다.너무 재밌고 괜찮은 게임인데 저만 그렇게 느끼는건지 뭔가 좀 부족한것같아요..브롤러도 잘 안나오고 랜덤큐하면 브롤볼로 치면 이상한 사람들이(같은팀) 공갖고 막 빙글빙글하는데 정말 빡치고요,다른 맵에서도 갑자기 팀원이 렉걸리거나 잠수 타시는분들이 너무 많아요.이상한 사람들이 너무 많아요.외국 사람이나 우리나라 사람들도 다 정말 빡치게할짓을 너무 많이 하네요.신고나 차단기능을 좀 넣어주세요.그것만 빼면 여자가 해도 괜찮은 게임이네요."
59,애플,부정,3,2020,3,4,??뭐지분명 일반 상자가 2개 모여서 하나 까고 하나 더 까려고 보니까 한 상자가 그냥 사라졌어요 이거 왜 그러죠??
146,애플,부정,5,2020,3,17,관리자님 봐주세요제 휴대폰은 데이터도 잘 터지고 신호도 빵빵한데 왜 게임도중 자꾸 렉이걸리죠? 빨간 와이파이 뜨면서 엄청 끊길때가 종종 있네요 전에도 비슷하게 이런식으로 말씀드렸었는데 답변이 없으시네요 그리고 지금은 게임이 실행 자체가 안돼요 다른건 다 실행되는데 지금 업데이트 되고나서 사람이 많이 접속해서 그러는건가요 하 답답하네요
204,애플,부정,5,2020,3,17,"최고의 게임게임만 하면 쉽게 질려 오래한적이 없는데 이게임은 일년동안 즐겁게 하고있습니다 제 모든 지인들이 아직도 하냐며 놀란 게임 아주 재밌는게임,,,,내 인생게임,,,가끔 너무 못하는 유저 만나도 화가나지만 너무 잘하는 유저를 만나면 패배감에 나올 수가 없습니다...트로피 수 보다는 파워에 맞춰 매치해주세용,,"
96,애플,부정,5,2020,3,11,브롤!브롤스타즈를 하고 있는 트로피 8300유저 입니다. 저는 브롤스타즈를 즐기면서 잘하고 있는뎅 전설 캐릭터 좀 만들어 주세욤~ 그리고 제가 운이 않좋은 건가 트로피 8300 있댕 전설이 하나도 없어요.ㅠㅠ 돈은 쓰지 않는뎅 좀 음....
117,애플,부정,4,2020,3,17,"렉안녕하세요 브롤스타즈 공공장소에서 데이터까지 사용하며 잘 하고 있는 사용자 입니다 제가 리뷰를 보기만 했지 쓰는건 오늘이 처음이네요. 본론으로 들어가겠습니다. 아까전에 업데이트가 되, 대릴은 스킨이 바뀌고 시작할때 뜨는 로딩중? 도 봐뀌었습니다 그런대 업데이트를 하고나니 게임을 플레이 할수가 없읍니다 이유는 10명이 다 찼는데 시작이 안 됩니다 진짜 인내심에 한계를 느꼈습니다 제 동생은 업데이트를 한지 얼마 되지 않아서 그런거라고 했는데 아마 내일이면 다 되겠죠? 이점 빨리 고쳐주시길 바랍니다"
127,애플,긍정,5,2020,1,30,신규 아이디어만약 브롤 업데이트 하면 이 특징을 가진 브롤러 넣어주세요.이름은 칙토고
