ID,STORE,LABEL,SCORE,YEAR,MONTH,DAY,CONTENTS
90,애플,부정,1,2019,2,21,현질의 힘아무리 무빙이 좋고 에임이 좋아도 자기보다 파워가 많이 높은 브롤러에겐 어쩔수 없더군요. 현질을 유도하고 그에따라 차이가 나는 것이 트로피가 높으면 높아질수록 느껴져 별로입니다.
91,애플,부정,1,2019,2,27,웰컴팩 결제했는데 메가박스가 안뜨네요웰컴팩 5900짜리 처음 구매했을때 보석만 차더니 한번더 결제하니깜 또 보석만 올라가네요 오류 현상인거같은데 보상받고싶습니다
32,애플,부정,5,2019,1,30,"서버 안정화,..렉이 인간적으로 너무 심하다구요.. 물론 하고잇겟지만 다른 업데이트보다도 안정화를 꾸준히 돌려주시면 정말 감사하겟습니다.. 게임이 아무리 재밋어도 움직여야 재밋을텐데 말이죠.."
33,애플,복합,5,2019,2,6,저 환불 좀 해주세요현질 클릭 모르고하고 홈으로 나갔거든요 근데 지문이 클릭이 돼서 현질이 되고 이거 고객센터 못찾겠어서 조카들한데 하라했는데 상자 터버리고 환불좀 해주시면 안될까요 설날 패키지인가 메가상자2개랑 골드 1500 보석 170개 엮던거 같아요 부탁드릴게요 현질 된 순간부터에 사용이력은 복구시켜버려도 되요.. 부탁드릴게요
70,애플,부정,5,2019,1,31,참다참다가.. 제발 읽어주시고 빠르게 고쳐주세요브롤스타즈를 즐겨하는 유저입니다. 가끔 빡쳐서 못즐길때도 있는데 패작러와 튕김 현상때문입니다.
71,애플,부정,1,2019,2,27,나는 우리집 와이파이가 이상한줄 알았음와이파이가 이상한줄알고 쌍욕하고 왜이렇게 안되냐고 개난리난리를 치다가 빡쳐서 데이터 키고했는데 그래도 안되네ㅋㅋㅋㅋㅋ lte도 안되는데 그럼 왜 온라인 게임으로 해놈? 업데이트는 대체 왜시킨거임 렉걸리는 업데이트 한거냐 다른거에 시간낭비하지말고 렉 안걸리게 좀 만드셈 팀으로 하는 게임인데 온라인 연결이 안되면 어쩌라는거냐 걍 나 혼자 멈춰있더니 몇초후에 뒤짐ㅋㅋㅋㅋㅋㅋㅋ 아 개짜증나
140,애플,부정,5,2019,2,23,SUPERSELL분들 꼭읽어주세여 부탁드릴게여안녕하세요 저는 브롤스타즈를 즐겁게하고있는유저입니다 문제는 브롤볼컨텐츠를 하던도중 우리팀이 두골을 넣고 있는 상황에 로그인재시도라는 알림이 뜨면서 다시 접속했더니 1375던 트로피가1371로깍였습니다 분명 이기고 있었는데 트로피가4나깍였숩니다 문제 해결 바랍니다 닉네임은KEEP’IN FLEXIN입니다 부탁드리겠습니다
211,애플,부정,1,2019,2,22,제발요매칭 시스템좀 고쳐요 제발 짜증나게하지말고 뭡니까 이게 적팀 파워 10세명고 우리팀 6짜리 주면 어쩌자는거예요 고쳐요 빡대가리들아
160,애플,복합,5,2019,2,5,재미있어요너무나 재미있습니다 클래시로얄에 비해 새로운템 게임이라 거부감이 살짝있었지만 전혀 낮설지 않고 타격감고 끝내주고 매칭도 바로바로 되어 즐겁게 하고 있습니다 . 약간의 과금을 유도하는 게임이이긴하다만 이벤트 상품으로 뜨는 제품을 구입하는기회가 있어서 가성비도 괜찮구요
200,애플,부정,1,2019,2,23,아바다케다브라브롤 상자운 좀 올리면 좋겠음 다른 사람들은 상자에서 캐릭터 잘나오는데 나만 안나오네 ㅋㅋㅋ 보석도 좀 줬으면 좋겠음 상자 까면 기대를 못함 어차피 쓰레기들 만나오니까 ㅋㅋㅋㅋ
