ID,STORE,LABEL,SCORE,YEAR,MONTH,DAY,CONTENTS
82,애플,부정,5,2019,11,29,트로피가 떨어진다 쭉쭉쭉~~3대3을 15판 정도했는데  15판 중에13판에서 다 2명씩 잠수를 탔다 트로피는 아주 트로피가 떨어진다 쭉쭉쭉~ 노래를 해대며 룰루랄라 거리고 이런 잠수 유저들 어디서 신고합니까 내트로피가 원래8035였는데 7900으로 떨어진거 실화?칼이20랭크에다 987인데 852로 떨어짐ㄷㄷ 신고기능 꼭만들어 주고 업데이트 똑바로 해라 와파가 더안잡힘 슈퍼셀 애들이랑 술마시고 야 오늘 업데이트하자~~하고는 와파더안잡힘 그거다할때 까진LTE키고 재밌게 하고있겠다 신고 기능 꼭만들고~~~~ 안녕히계세요 여러분~~~~~~~~~~~~~~~~~~~~~~~~~~~
148,애플,부정,5,2019,12,6,제발 신고기능 만들어주세요요즘 일부러 들어와서 트롤짓하는 유저가 한 둘이 아닙니다...더군다나 그런 행위를 할 시에 받는 불이익도 없어서 아무렇지 않게 트롤짓하는 사람들이 너무 많습니다...계속 밸런스패치도 하고 스킨도 만들고 브롤에 많은 노력을 쏫고 있는건 알지만 그럼것들 보다도 신고기능이 너무 절실해요...신고를 먹은 유저는 그에따른 불이익이 있었음 좋겠습니다. 예를 들어 신고3번에 하루정지 같은 기능이요. 빡쳐서 접는 유저가 트롤짓 못해서 짜증난다고 접는 유저보다 많을거라 생각해요. 단순 신고기능만 만드는게 아니라 꼭 불이익이 가게 만들어야 해요! 불.이.익!!!ㅜㅜㅜㅜ
217,애플,복합,5,2019,12,18,"브롤스타즈는 엄청난게임안녕하세요, 브롤스타즈를 즐기고있는. 트로피9400유저 입니다. 너무 재미있어요... 하지만 이게임은"
198,애플,부정,1,2019,12,5,서버 관리 똑바로 좀 하시죠데이터를 틀건 와이파이를 만땅으로 틀건 서버가 터지면서 뭔 와이파이 경고 창이 뜨네요 렉 처 걸리면서 장난하세요? 몇년 짼데 아직도 이런 에러가 생기는 겁니까 그것 때문에 진 판이 한 두개가 아니에요 그리고 팀 랜덤 배치 맞아요? 밸런스 좀 잘 맞춰 주세요 무슨 10레벨 짜리만 나오는 거죠 트로피도 다르고 제대로 좀 해주세요
123,애플,복합,5,2019,12,16,갓겜👍👍👍👍👍👍👍👍👍👍👍👍👍이 게임 너무 재미있는데 솔직히 말해 PC 버전을 출시하면 좋을 것 같습니다. STEAM 런쳐를 통해 플레이할 수 있으면 좋을 것 같아요. 그리고 하나 더. 일부 디바이스 에서 업데이트를 하지 못하는 문제가 있습니다. 어쟀든간에 이 오류 수정하면 좋을 것 같습니다. 왜냐하면 업뎃을 안하면 실행이 안되요.
467,애플,부정,4,2019,12,6,예전엔 괜찮았는데 요즘 들어 계속 튕기고 버퍼링...1달 전부터 버퍼링과 와이파이 문제가 계속 일어나고 있습니다. 와이파이는 공유기 바로 앞에서 하는데도 그러고 데이터는 무제한이고 속도 제한도 없는데 계속 버퍼링 걸리고 하필 중요한 순간에만 그러니까 답답합니다. 이 문제 얼른 해결해주세요 브롤 진짜 많이 키워놨는데 지금 지우기에는 아까울 것 같아요 제발 해결해주세요
477,애플,부정,5,2019,12,14,배틀때 자꾸 와이파이 표시 뜨면서 렉이 걸립니다안녕하세요 브롤 스타즈 광팬 입니다 ㅎㅎ
487,애플,부정,5,2019,12,18,아니 진짜 왜 이거 패치 안하는거죠?아니 고의 트롤때문에 진짜 하루에도 암이 몇십번씩 걸려요 아무리 잘해봤자 고의로 트롤 만나면 못이기는게 브롤스타즈라구요 고의트롤하는사람 신고해서 정지먹이는 기능이나 오버워치처럼 다음에 팀으로 안만나기 기능좀 추가해주세요 진짜로ㅡㅡ
856,애플,부정,4,2019,11,27,"같은 팀으로 만나지 않기 기능제목과 같이 저 기능이 추가되면 좋겠습니다. 고의적이거나 악의적인건 아니겠지만 저와 플레이 방식이 많이 다른 플레이어를 만나면 자꾸 지게되고 연패할 수록 게임이 재미없어서 끄게 되더라구요,,, 저거 기능을 도입해도 참 좋을 것 같습니다."
726,애플,긍정,5,2019,12,14,무료 전설솔직히 브롤을 요즘 누가해요?? 다시 인기겜으로 만드려면 상당히 큰 업데이트와 무료 보상이 많이 필요합니다 마치 클로처럼 그래서무료 보상을 많이 줘서 클로도 다시 인가 많아졌잖요 해주세요 레온 갇고 싶어요
