ID,STORE,LABEL,SCORE,YEAR,MONTH,DAY,CONTENTS
72,애플,부정,1,2019,4,26,아씨x아니 현질한 사람은 강하고 무과금은 이기지도 못하고 브롤러. 못얻어라고 만든 게임 입니까. 그리고 랭크20인 사람과 10인 사람하고 다른팀 이면 어쩌자는 겁니까. 그러니까 랭크제도와 상자 확률좀 올려주세요
35,애플,부정,1,2019,4,23,캐시충전으로 브롤을 구매했는데 안들어왔어요ㅡㅡ고객 센터 문의는 채팅밖에 안되는데
60,애플,부정,1,2019,5,1,매칭이 개판이야랜덤큐를 돌렸는데 저 빼고 다 만렙이었습니다 이게 정상적인 매칭 시스템인가요? 레벨도 맞쳐서 매칭이 되게 해야죠 그리고 게임내에 패작러들을 신고할 방법이 없습니다 이것 좀 개선해 주십시오
144,애플,복합,4,2019,4,16,재밌는데재밌긴한데 매칭방식에 문제가 있는것같습니다. 트로피가 3687이었다가 3480까지 떨어졌는데 조금 화가 나네요. 제가 못한 것도 분명 있겠지만 제 팀원들의 실력과 상대팀원들의 실력이 눈에 띄게 차이났습니다. 그리고 스타파워를 장착한 팀원이 우리팀엔 한명인데 상대팀엔 두명이상인 경우가 거의 대부분이었습니다. 그리고 가끔 버그같은데 갑자기 뒤늦게 죽는경우가 있습니다. 엘프리모에게 맞은지 2초는 더 되었는데 갑자기 죽었습니다. 누가 죽였나 봤더니 이미 제가 죽인 엘프리모에게 죽었던 겁니다. 이런 말이 안되는 상황이 두번정도 일어났습니다. 트로피를 올리려면 신규브롤러로만 하고 과금을 해야하는 건가요? 한가지 더 덧붙이자면 같은 팀원들이 쉽게 게임을 포기하거나 브롤볼에서 일부러 자살골을 넣거나 움직이지 않다가 컴퓨터로 전환되는 경우가 많은데 이런 이용자들은 제재가 아예 불가능한가요? 만약에 그 판을 졌다면 자리를 고의든 아니든 비운 이용자의 트로피에서 차감시키는 방법도 검토해주시면 좋겠습니다.
175,애플,복합,5,2019,4,28,캐릭터 밸런스좀 맞춰주세요브롤 처음생겼을때부터 해왔습니다. 진짜 너무 즐거워서 꾸준히 재밌게 하고있어요. 근데.. 로사가 나오고 부터는 뭔가 그동안 열심히 키워온것들이 무산되는거같아요. 캐릭터 너무 좋은데 ㅠㅠ 렙1이 렙7짜리보다 쎄다니.... 잘 모르겠습니다.
103,애플,부정,5,2019,4,26,밸런스 패치로사 뭔 생각으로 그런 OP로 냈는지 모르겠음. 로사 밸런스 줫같아서 제대로 하향될때까지 이거 접음. 여기다가 쓴 돈이 아까움. 거의 다 랭크 20에 파워10짜리들인데 로사 파워1짜리가 썰고 다님ㅎㅎ궁 한번 차면 궁쓰고 막 패고 다니면 궁 또 참. 무한궁...이속도 개빠르고 사거리도 은근 길어서 튈 수도 없음.
121,애플,복합,5,2019,4,22,이거 거의 갓겜이제 업뎃으로 티밍도 전보다 줄었고 조작도 쉽고 캐릭들도 귀여워서 갓겜 ㅇㅈ합니다 그런데 배그처럼 마이크를 키고 말하는 기능이 있고 어느 나라를 자기가 골라서 매칭을 하게 하면 개꿀잼 ㅠㅠ 근데 로사가 나오지 안았지만 로사가 휘기는 에바 얘는 엘프 상위버전 궁은 데미지 88%감소 스타파워 부쉬에 있으면 200씩HP회복 이런 캐릭은 반드시 너프 먹고 신화정도는 되야될듯요 ㅠㅠ
134,애플,부정,1,2019,4,27,로사를 샀는데 쓰지를 못하게 하네로사 선택하고 게임만 할라고 하면 2/6 이용자 수 뜨고 한참을 찾네... 다른 캐릭터로 하면 잘만 찾던데
240,애플,긍정,5,2019,4,19,너프? NO! 버프?YES!안녕하세요? 재밌게 플레이하는 йжі석현이йжі입니다. 요즘 버프/너프가 많이 된 브롤러가 있는데. 그중 원하는 사항이 있습니다.
241,애플,부정,5,2019,4,21,"팀밸런스따윈없음기본 팀전 게임이라 항상 모르는 중국 일본인이랑 섞이는데, 진심 고의 트롤, 패작, 아무것도 안하고 잠수 타는 애들이 너무 많아서 못해먹겠다 근본없는 애들 신고나 벤시킬 수 있게하면 안되냐? 진짜 팀운이 문제가 아니라 그냥 팀 밸런스 자체가 붕괴된 게임인듯.. 내가 메달이 0이고 캐릭파워도 1인데 상대는 200메달에 파워6이 잡히는게 게임이 되겠냐 진짜;; 생각 좀 하자"
242,애플,부정,1,2019,4,27,신규 캐릭터 문제.희귀 캐릭인데 밸런스가 너무 안맞는거 아닌가요??? 돈들어서 영웅 전설 신화 뽑음 모하나요.  신규 희귀하나로 다 뒤지는데.
